Date,Company,Ticker,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,RSI,MACD,Signal_Line,SMA_20,BB_Std,BB_Upper,BB_Lower,ATR,OBV,SMA_50,SMA_200,Sentiment,Subjectivity,NewsCount
2014-12-31 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,237.75,238.6000061035156,236.2624969482422,238.0124969482422,217.2353515625,3544940,0.0,0.0,50.0,0.0,0.0,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,0.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-01 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,237.6000061035156,242.3249969482422,237.6000061035156,241.3249969482422,220.25868225097656,5900384,0.0,0.0,50.0,0.2642450142450059,0.05284900284900118,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,5900384.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-04 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,242.5,242.6374969482422,238.7749938964844,239.2875061035156,218.39906311035156,4796000,0.0,0.0,50.0,0.30572836241611867,0.10342487476242468,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,1104384.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-05 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,238.5,239.1374969482422,234.3874969482422,235.5625,214.99920654296875,8219680,0.0,0.0,50.0,0.037593993182355234,0.0902586984464108,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,-7115296.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-06 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,234.9250030517578,237.8374938964844,234.0625,236.25,215.626708984375,5746112,0.0,0.0,50.0,-0.11806790856130078,0.048593377044868484,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,-1369184.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-07 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,238.5625,242.2375030517578,237.0500030517578,241.2124938964844,220.156005859375,9525824,0.0,0.0,50.0,0.15718872322304378,0.07031244628050355,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,8156640.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-08 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,243.2250061035156,245.0,241.6499938964844,243.9125061035156,222.62030029296875,8985184,0.0,0.0,50.0,0.5864398931509243,0.17353793565458772,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,17141824.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-11 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,242.3500061035156,243.6000061035156,241.125,241.7624969482422,220.6580047607422,4126412,0.0,0.0,50.0,0.7445540122674572,0.28774115097716163,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,13015412.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-12 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,242.2375030517578,242.9875030517578,238.9250030517578,240.8374938964844,219.813720703125,5828348,0.0,0.0,50.0,0.7861582323778862,0.38742456725730656,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,7187064.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
2015-01-13 00:00:00+00:00,HDFC Bank Ltd,HDFCBANK.NS,240.0124969482422,243.6625061035156,239.9250030517578,240.9750061035156,219.9392547607422,3685232,0.0,0.0,50.0,0.8207646978984826,0.4740925933855418,249.09937591552733,11.195538972353544,271.4904538602344,226.70829797082024,4.634823390415728,10872296.0,259.25750122070315,260.8349380493164,0.0,0.5,0.0
