Company,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
HDFC Bank Ltd,HDFCBANK.NS,2015-01-01 00:00:00+05:30,237.75,238.60000610351562,236.2624969482422,238.0124969482422,217.2353515625,3544940,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-02 00:00:00+05:30,237.60000610351562,242.3249969482422,237.60000610351562,241.3249969482422,220.25868225097656,5900384,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-05 00:00:00+05:30,242.5,242.6374969482422,238.77499389648438,239.28750610351562,218.39906311035156,4796000,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-06 00:00:00+05:30,238.5,239.1374969482422,234.3874969482422,235.5625,214.99920654296875,8219680,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-07 00:00:00+05:30,234.9250030517578,237.83749389648438,234.0625,236.25,215.626708984375,5746112,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-08 00:00:00+05:30,238.5625,242.2375030517578,237.0500030517578,241.21249389648438,220.156005859375,9525824,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-09 00:00:00+05:30,243.22500610351562,245.0,241.64999389648438,243.91250610351562,222.62030029296875,8985184,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-12 00:00:00+05:30,242.35000610351562,243.60000610351562,241.125,241.7624969482422,220.6580047607422,4126412,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-13 00:00:00+05:30,242.2375030517578,242.9875030517578,238.9250030517578,240.83749389648438,219.813720703125,5828348,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-14 00:00:00+05:30,240.0124969482422,243.66250610351562,239.9250030517578,240.97500610351562,219.9392547607422,3685232,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-15 00:00:00+05:30,247.5,249.5500030517578,242.6875,248.28750610351562,226.61341857910156,11398476,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-16 00:00:00+05:30,250.5500030517578,253.72500610351562,249.6374969482422,250.33749389648438,228.48443603515625,7821308,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-19 00:00:00+05:30,253.3125,255.0,250.7375030517578,251.1374969482422,229.21458435058594,4239492,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-20 00:00:00+05:30,252.5,256.75,250.5,255.2375030517578,232.95672607421875,8505804,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-21 00:00:00+05:30,256.8500061035156,258.23748779296875,254.58749389648438,254.9875030517578,232.72854614257812,6740612,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-22 00:00:00+05:30,256.25,258.125,254.6374969482422,255.3125,233.025146484375,6470680,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-23 00:00:00+05:30,257.5,262.0,256.1000061035156,260.70001220703125,237.94236755371094,9987912,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-27 00:00:00+05:30,260.75,269.4375,260.2250061035156,268.51251220703125,245.07289123535156,9962400,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-28 00:00:00+05:30,267.5,273.29998779296875,263.75,264.5874938964844,241.49049377441406,11364940,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-29 00:00:00+05:30,268.75,275.1499938964844,265.25,273.75,249.8531951904297,20567616,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-01-30 00:00:00+05:30,273.63751220703125,273.63751220703125,266.0625,269.3374938964844,245.8258514404297,10570416,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-02 00:00:00+05:30,267.125,273.25,263.0874938964844,270.3999938964844,246.7956085205078,5710352,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-03 00:00:00+05:30,269.625,270.54998779296875,263.82501220703125,266.0249938964844,242.80252075195312,10200688,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-04 00:00:00+05:30,265.75,270.20001220703125,264.3125,266.92498779296875,243.62393188476562,6197512,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-05 00:00:00+05:30,268.75,273.20001220703125,267.5874938964844,269.125,245.6319122314453,8059148,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-06 00:00:00+05:30,269.25,269.73748779296875,262.51251220703125,263.375,240.3838348388672,6903120,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-09 00:00:00+05:30,261.75,262.9375,258.625,260.0249938964844,237.32627868652344,5231896,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-10 00:00:00+05:30,257.5,265.57501220703125,257.5,263.61248779296875,240.60057067871094,9275752,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-11 00:00:00+05:30,264.5,266.20001220703125,263.25,264.6000061035156,241.501953125,4161588,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-12 00:00:00+05:30,266.2749938964844,270.4750061035156,263.17498779296875,269.0,245.517822265625,5525740,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-13 00:00:00+05:30,270.29998779296875,270.5,265.8999938964844,266.45001220703125,243.19041442871094,7714500,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-16 00:00:00+05:30,268.95001220703125,271.25,265.625,266.88751220703125,243.5897216796875,7388716,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-18 00:00:00+05:30,266.88751220703125,270.73748779296875,264.26251220703125,268.70001220703125,245.24400329589844,5381692,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-19 00:00:00+05:30,268.5,271.2250061035156,265.95001220703125,269.95001220703125,246.38485717773438,4507004,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-20 00:00:00+05:30,270.75,272.4750061035156,267.125,268.26251220703125,244.84474182128906,6206024,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-23 00:00:00+05:30,269.2749938964844,270.38751220703125,265.5,266.875,243.5783233642578,5581564,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-24 00:00:00+05:30,267.57501220703125,267.75,264.2749938964844,266.9125061035156,243.612548828125,5846288,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-25 00:00:00+05:30,267.5,268.70001220703125,262.5,263.11248779296875,240.14427185058594,4648524,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-26 00:00:00+05:30,263.4125061035156,264.0,258.7749938964844,259.5375061035156,236.88133239746094,12426944,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-02-27 00:00:00+05:30,261.36248779296875,264.63751220703125,261.36248779296875,263.5,240.4979705810547,10261784,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-02 00:00:00+05:30,270.0874938964844,274.75,267.0,270.63751220703125,247.01234436035156,14385232,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-03 00:00:00+05:30,271.61248779296875,273.0,269.26251220703125,270.8374938964844,247.19491577148438,6029348,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-04 00:00:00+05:30,276.25,277.32501220703125,265.0,266.32501220703125,243.0763397216797,12277624,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-05 00:00:00+05:30,266.25,272.5,265.625,271.2749938964844,247.5941925048828,9702452,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-09 00:00:00+05:30,269.26251220703125,270.45001220703125,264.0,264.75,241.63877868652344,5755808,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-10 00:00:00+05:30,265.5,265.5625,261.25,263.13751220703125,240.1670684814453,5134836,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-11 00:00:00+05:30,262.7250061035156,265.4750061035156,262.5,264.11248779296875,241.05697631835938,5465536,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-12 00:00:00+05:30,265.0249938964844,265.9750061035156,262.7749938964844,263.6499938964844,240.6348114013672,7530836,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-13 00:00:00+05:30,265.0,266.0,258.6499938964844,260.6625061035156,237.90817260742188,5426780,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-16 00:00:00+05:30,261.25,264.4750061035156,260.625,262.88751220703125,239.93893432617188,5348772,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-17 00:00:00+05:30,265.0,266.4750061035156,260.7124938964844,264.51251220703125,241.42210388183594,5369304,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-18 00:00:00+05:30,265.0375061035156,267.9750061035156,263.29998779296875,265.88751220703125,242.67701721191406,5148332,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-19 00:00:00+05:30,267.75,268.45001220703125,262.17498779296875,263.04998779296875,240.0872039794922,5373572,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-20 00:00:00+05:30,262.75,264.875,261.48748779296875,263.9750061035156,240.93145751953125,6483236,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-23 00:00:00+05:30,263.98748779296875,264.8500061035156,261.5,261.9375,239.07180786132812,5446740,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-24 00:00:00+05:30,260.82501220703125,264.25,258.86248779296875,259.48748779296875,236.835693359375,8973564,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-25 00:00:00+05:30,260.01251220703125,261.67498779296875,257.7749938964844,258.5625,235.991455078125,10608900,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-26 00:00:00+05:30,256.7250061035156,258.04998779296875,250.52499389648438,251.7375030517578,229.7622528076172,35800620,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-27 00:00:00+05:30,253.7375030517578,255.8874969482422,252.02499389648438,253.66250610351562,231.51918029785156,10840896,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-30 00:00:00+05:30,255.0,259.75,253.1999969482422,259.2250061035156,236.59609985351562,6955144,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-03-31 00:00:00+05:30,259.9750061035156,259.9750061035156,253.71249389648438,255.6750030517578,233.3560028076172,5962256,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-04-01 00:00:00+05:30,256.5249938964844,259.2124938964844,253.25,258.3125,235.76329040527344,3844196,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-04-06 00:00:00+05:30,258.75,259.2124938964844,254.9499969482422,257.98748779296875,235.46661376953125,7151172,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-04-07 00:00:00+05:30,258.3125,259.54998779296875,255.91250610351562,258.1875,235.649169921875,6197072,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-04-08 00:00:00+05:30,260.01251220703125,260.61248779296875,257.51251220703125,258.88751220703125,236.28807067871094,4106144,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-04-09 00:00:00+05:30,259.5625,264.75,257.5,264.0249938964844,240.97708129882812,7002784,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-04-10 00:00:00+05:30,263.25,263.25,258.7124938964844,260.6625061035156,237.90817260742188,6119324,0.0,0.0
HDFC Bank Ltd,HDFCBANK.NS,2015-04-13 00:00:00+05:30,260.0,261.57501220703125,258.70001220703125,259.70001220703125,237.02967834472656,4563236,0.0,0.0
